"","ALL_GSM330151.CEL","ALL_GSM330153.CEL","ALL_GSM330154.CEL","ALL_GSM330157.CEL","ALL_GSM330171.CEL","ALL_GSM330174.CEL","ALL_GSM330178.CEL","ALL_GSM330182.CEL","ALL_GSM330185.CEL","ALL_GSM330186.CEL","ALL_GSM330195.CEL","ALL_GSM330201.CEL","AML_GSM330532.CEL","AML_GSM330546.CEL","AML_GSM330559.CEL","AML_GSM330566.CEL","AML_GSM330571.CEL","AML_GSM330574.CEL","AML_GSM330580.CEL","AML_GSM330584.CEL","AML_GSM330593.CEL","AML_GSM330603.CEL","AML_GSM330611.CEL","AML_GSM330612.CEL","CLL_GSM330933.CEL","CLL_GSM330934.CEL","CLL_GSM330969.CEL","CLL_GSM330979.CEL","CLL_GSM330980.CEL","CLL_GSM330982.CEL","CLL_GSM330987.CEL","CLL_GSM330999.CEL","CLL_GSM331004.CEL","CLL_GSM331009.CEL","CLL_GSM331037.CEL","CLL_GSM331048.CEL","CML_GSM331377.CEL","CML_GSM331378.CEL","CML_GSM331381.CEL","CML_GSM331382.CEL","CML_GSM331383.CEL","CML_GSM331386.CEL","CML_GSM331387.CEL","CML_GSM331388.CEL","CML_GSM331389.CEL","CML_GSM331390.CEL","CML_GSM331392.CEL","CML_GSM331393.CEL","NoL_GSM331660.CEL","NoL_GSM331661.CEL","NoL_GSM331663.CEL","NoL_GSM331666.CEL","NoL_GSM331668.CEL","NoL_GSM331670.CEL","NoL_GSM331671.CEL","NoL_GSM331672.CEL","NoL_GSM331673.CEL","NoL_GSM331674.CEL","NoL_GSM331675.CEL","NoL_GSM331677.CEL"
"ENSG00000121742",7.9031652472868,4.38362795277186,3.78932607792124,3.12919976324147,3.81838787900597,3.67241663967605,4.61178179818022,3.15574068669471,3.67398417025013,4.05168588931949,5.92091938964453,9.39092604177535,3.17791578429858,3.48542678429904,3.42795391595032,3.30812504713782,3.28684398190815,3.44339578458643,4.59681916493127,3.08421723176818,3.26800674561066,3.86734001660311,4.8817898771443,3.64028936699217,3.44929366498267,3.30327788174278,3.48524105852778,3.10041046797093,3.5818640544119,3.20030818315192,4.47099724734629,3.37709094879536,3.27150515736265,6.99730385338371,3.48393368386479,3.33131154966258,10.3382446166895,9.8098774215832,9.85686980012386,10.2434053959521,9.2800587560296,7.92842271791819,10.7796104692127,10.1783163982482,10.9305565192154,9.91936832171968,10.9305565192154,9.6695696252434,7.79091460820105,5.46932198629685,8.54391885534118,8.31235514513736,9.01890831029814,5.96897508348966,9.10667443314274,4.75176745246022,8.66437905341458,9.60785302586193,6.27550614090462,7.16792148791064
"ENSG00000107447",9.89348461214324,12.5421604810381,12.491443451899,12.0300223351056,12.5175472651895,13.1635781621753,12.308521467703,12.6592280969086,12.6007316701514,12.8040254838752,12.6866620068365,9.30881072220951,6.5452298830244,6.68518752899528,4.09106163248751,4.3084373234267,4.31602341441446,4.4672040922993,3.91991130217531,4.22339400214227,9.43938983625563,5.02350995584954,4.67045953256074,6.55230949722322,4.00700939863894,4.40293559986605,4.17244688050237,4.04481564295986,4.13940692197627,4.29052357802517,3.88635181927709,4.3048283634582,4.44645725850254,3.77073206375073,4.24204879864826,3.95986158661424,4.23807785661818,4.56204297581729,4.61420035096559,4.29598343834606,5.19090787436921,5.01603301945138,4.17447396795882,4.1292529714006,4.79031635914078,4.4819639292787,3.86148164106481,4.43814223892824,6.17481139356618,8.17993587908664,7.81073919502991,6.27310755710484,6.74855742390459,10.2976051560587,7.45405175868422,7.94925864582412,6.72047205033531,5.96086347960918,7.80074720678551,8.53053859508415
"ENSG00000124469",8.29595413750787,9.6433099212655,7.01127732294858,6.94005765735902,6.66891112500775,3.64238580386847,10.5652124843121,3.68560653977236,9.66109939515669,6.00438580140893,6.78855533545679,3.65464629323343,3.54697480714503,3.80942774870896,10.0330023848357,3.57990592107364,7.07676078402345,3.41229782456823,7.55944564908055,3.59477820400475,4.12809806064995,9.72407652025851,10.2333914650707,5.63648645195645,3.77636234698502,3.38015269327897,3.45464847554012,3.47919694729982,5.33554165942875,3.74851804060034,5.63119802494195,3.36928330777174,3.11565398488419,5.63087984359877,3.96246241055798,3.19331400589886,12.8040254838752,13.0050623342258,12.2950933930953,12.9606386222707,13.0996116261913,12.9933270344748,12.7413591996125,12.085283497112,11.9644975745018,12.9057993700902,12.2041487439505,12.8040254838752,12.491443451899,12.2041487439505,12.8040254838752,12.1423863554575,12.308521467703,11.9644975745018,12.5054170883606,11.9987755282284,12.5421604810381,12.8040254838752,12.423707254926,12.5421604810381
"ENSG00000164330",8.47836912549213,8.9207289409591,9.60475986985579,10.0441234688919,10.2704451417918,9.52415486574009,9.54813279784012,10.3891359990709,9.67450709211857,9.94400228912833,10.685866456931,10.328724978939,3.48325503883071,3.62865873515697,3.86898906596677,3.73327759677419,3.72455370742948,3.74376086979433,4.69472903503272,4.17244688050237,3.6943375880882,3.77007641218135,3.73943123459323,3.70681317901543,3.63202081601514,3.80099135658852,3.43385484169783,3.90294074154121,8.18520098652013,3.93722870070947,3.89438877611956,3.40952603762829,3.74106147306006,3.77227137361329,3.99992879366132,3.74330897176028,3.71642454443641,3.78403105320377,3.79542680622911,3.67642082919147,3.90167726203393,4.26979013683373,3.94138674933103,3.693318664323,3.75086946514685,3.87827684659733,3.85189936788159,3.94517684029014,3.91870734055076,4.53406371214708,4.71470765778952,3.93309785351075,3.90751686364894,8.02886697330279,5.61798992760699,5.01510881097592,4.09562592709044,4.0119779764427,5.08552588596281,4.99799389606672
"ENSG00000196735",7.82654253791162,3.60243796278424,10.8964863094038,3.7420741630292,3.64730477286256,7.68140783834923,3.92355414315085,7.95945721641854,11.6630558643579,3.87929901619418,10.1092205996753,9.75723242595759,3.66553821403029,3.96591384159275,3.59198972410637,3.87719982703111,4.54174406983383,4.51200426024581,3.71034378412888,3.58099406599324,7.93558400476023,5.64597562857703,3.27525027492987,3.68990747818913,10.9183243116812,8.269470088432,3.55988177552653,10.5718171945815,10.5880693525879,3.53054035671967,8.8912937941359,11.3782386828402,10.4025678572766,7.50765430982884,3.78669060484296,8.13286999457058,3.69659474586966,3.89569750613472,3.78172795147572,3.99972625116062,3.90609157147424,4.00393101640602,4.56314610046421,3.65408009647233,3.40536624002979,3.51084595566609,3.85883550953306,3.84988132609135,4.95312094062158,6.18526320823093,5.67919744410514,5.86990263235098,3.57840494264328,8.94312598582579,5.9552114685163,3.70551468190953,3.53526412598044,5.85567498663144,6.68368847906506,3.60636255377349
"ENSG00000132185",3.33081376329304,3.44378519753505,3.3890959284907,4.81333034538622,3.36944736176875,3.74585477651795,3.23113110859022,3.51839601045249,3.56182058389543,3.44252960233255,3.26312748021206,3.37044091225372,3.22273838077058,3.3115298762264,3.41795758644328,3.44523015901341,3.22979466572462,3.13649646970832,3.30568157508315,4.06506778259782,3.34527354937468,3.14950034913008,3.12209890478636,3.42064169407988,10.2357431293975,4.55624013108949,5.01360105976865,10.3867071117568,9.09249476734172,7.01965744898273,6.78727955785987,9.21366069662266,9.71885506853797,4.10348269891169,8.91503088585963,9.28116972681484,3.49271044188355,3.37376247679815,3.37205166245032,3.17317503781244,3.41375296023539,3.48640046419551,3.29729309016951,3.2385679384177,3.32115265152292,3.44842801445467,3.24526182840886,3.25833032053862,3.28600239372243,4.60002582805567,4.86329079948525,3.31328051152162,3.73428718053648,5.83756350201439,4.67738441586023,6.07145610441773,3.873001897062,3.57632845877424,4.96017007387923,5.93239125294818
"ENSG00000241911",3.27935390071701,3.02913025507331,2.53174312061022,2.60420706413069,2.75667050250823,2.53174312061022,2.57635479213123,2.75535251265856,2.80370411023842,3.23186632133877,2.63172110018277,2.98247806320047,10.0674470204165,2.86759488975985,3.80170958433836,2.8879169862519,2.77001695450981,7.26565137209193,4.2534037236889,8.84265283214922,7.33257481055836,3.37906770714677,7.46217691839692,4.11336035582064,3.29600229048476,2.77773489992341,3.4624832596962,2.85088236163256,2.75535251265856,2.86564209863542,2.78882949184858,2.70163160812871,2.73730520405995,2.71526091528296,2.80969455004063,2.53174312061022,3.05466395815625,3.12740143692831,2.85969397561312,2.87196338260482,2.86684528521217,2.89442568233383,2.80105245892045,2.91315216474885,2.97443924983173,3.42746116156145,3.22273838077058,2.85570962154316,2.76886165916526,3.30135773069537,2.78012381454013,3.09579777613316,2.60420706413069,2.8318331774537,2.75475392759297,3.03248439557669,3.04003975564527,3.10765266411258,2.93235983612156,3.12272093131416
"ENSG00000196415",6.97673254686601,9.17995901017731,4.8979973721598,6.5544917276033,4.97054706178377,3.71552368570166,10.1044283618972,3.85046968357267,7.25056613626497,5.32562492262472,4.94448383564443,3.66654944269114,4.1024823892768,6.94379085098553,9.46113952610173,3.62980643399323,8.24425125509219,5.85084305119307,3.73821356151879,4.04646698422085,9.55266122540277,11.2306776560875,11.4260575844903,9.28116972681484,3.83462086974908,4.0436869962319,4.79653550506648,3.66995798076151,4.27869426697901,3.76666954154255,3.60412799817444,4.2255689634668,4.2451307848703,3.75439054423572,4.07160994469715,4.13280462928937,12.6979348983112,12.8606375081407,13.0165039118867,12.0424762950314,12.8040254838752,12.445122237367,11.9129548059568,13.1116140977381,12.6456717794523,12.789573074698,10.3767657466784,12.6304313446561,11.9768305391186,12.6174645237686,11.688339175298,11.6701366594199,12.9807993465045,12.3473625711831,12.9320429796207,12.2041487439505,11.5525735849282,11.7970897514768,11.4260575844903,12.0424762950314
"ENSG00000118113",8.02165800714483,9.079119348889,6.23665035630296,5.25035117847184,7.09709907318333,4.02017945893965,8.53053859508415,3.72719194988917,7.99625960797613,4.10737013656361,5.06211451619474,3.54852360427426,3.40302286281767,5.21452657365657,6.92156918570076,3.30710789579668,7.94191106419634,3.76305520642675,5.43766616766694,3.85213431984962,4.22339400214227,8.462424270658,9.12935420692345,3.87690866299407,3.44217055884352,3.38895795328849,3.36454944139276,3.72040728807131,4.02645701933532,3.53086916351387,4.56623801057609,3.43871095743107,3.72796074816269,4.19105347107128,3.71984353275746,3.56382845908841,11.0788782691289,11.1291373374875,10.5880693525879,11.0674451353543,11.2876601465022,10.9911841804809,11.2518519101537,11.0449904333704,10.6258781317931,11.0188634463706,10.786381323693,11.3602888144906,10.855192983509,11.075021621815,11.1884456126146,10.8401410271738,10.7692990598093,9.42677474287345,11.3474882329778,11.1086193511438,11.3832183867043,11.2353636730355,10.8031808774155,10.9503621477874
"ENSG00000118523",10.7122460088948,5.62643400398696,4.07239903278253,7.34537159130412,10.0656841000347,11.3995846391816,7.4433106202747,5.9380985836785,4.42575897150652,7.65486264219686,7.64639335055385,7.77560522349939,5.67976367299554,3.34231610988296,3.36263621636539,3.24472503681757,4.47867335567095,3.18425295831278,3.18526079958506,4.81285323842831,3.09055159627377,5.00035344089412,3.95725237792763,3.50925607948116,3.17416153725908,3.35583563624864,3.18720007861502,2.940008610612,3.66368043151396,3.32596323658702,3.2541319946333,3.41446678347479,3.20654064217419,3.52237820202322,3.18056986698365,2.93383748100552,3.837422559365,3.425324587538,3.24186959633289,4.03372773711106,3.29944844037017,5.25633677796315,5.08516377837273,3.37957111476523,3.87000495286059,4.38658322902369,3.33818069493195,3.75069440342077,3.34686775441477,3.44965859283168,3.4862501523498,3.31085296942556,3.71079663041894,5.52933175422041,7.37919792785558,3.4087205243284,3.27900572809064,4.28099075709547,4.11828789269969,3.66164141162807
"ENSG00000170549",3.83780608479283,3.71801232140503,8.46024093047358,3.1489233902495,3.37852461679487,5.33453306343842,5.02466363198242,9.06037657283691,3.37223628047479,10.7835550024171,8.60680022639694,10.0906734638719,3.38180277588677,3.16518146588539,3.16007872115438,3.18406649320028,3.19775551017625,5.412824657619,3.18503679997882,3.38966843589292,3.3842176022773,3.30154286854267,3.31677327011952,3.79877481085086,3.06236795046588,3.47724726649327,3.50396046410184,3.58025674206387,3.69576745559261,3.48930465123922,3.24795344429774,3.31310920207386,3.52928701790605,3.19047449234218,3.43306711374442,3.25063962266122,3.6447124302572,3.32950901128402,3.39378196203584,3.08482563824057,3.62494041838232,3.34998526580295,3.41529234638798,3.39820406389085,3.52826979139807,3.1817413625183,3.1576976934272,3.46664958584268,3.31249021966687,3.71626020167429,3.89503816337207,3.16518146588539,3.61965286103124,3.63726660456326,3.42886203826812,3.65958434743135,3.40853648664017,3.33726914462154,3.56182058389543,3.42971951599483
"ENSG00000156575",6.6244082886275,6.83124918041211,4.95162255757329,4.25775865449813,4.24977609702101,4.09060009334144,8.13961908093987,4.3749443328424,10.0168829196806,4.89653308046807,4.28430754710662,4.17592469181301,4.21783534632378,4.11807115183298,4.87936428296347,4.14133092416925,5.42431960382797,4.39556468961526,4.33110436805412,4.28032561033574,4.1610832888768,10.6023437092559,4.21000125398995,4.40360282041505,4.05959317157921,4.3442274393016,3.79598221909517,4.07646767448319,4.31695706239604,4.25897093969645,4.10755693145954,4.17447396795882,4.43432380916602,4.02953102903491,3.98342007121189,4.56009752675823,11.9644975745018,10.0928703828619,8.38585747607256,11.4867510155624,9.91341759760032,11.4459282915523,12.2282428404328,11.8056726162978,12.0090383328765,8.63713095059192,5.78569481586098,11.3832183867043,9.17278565740518,7.66464199166325,9.23502744871087,8.75177438022091,9.33396917825111,7.60649082047088,10.8066697576803,7.01127732294858,7.37154279132835,10.8777363740421,6.07041604946072,8.69162403597704
"ENSG00000166349",5.90583450595916,3.94589736039033,4.97977306682458,8.24934088496693,9.57062915208879,9.36237413609338,8.23984019309598,6.12609891403919,10.0796197118284,6.35293899013846,9.85055049841287,7.95945721641854,3.36232076240261,3.17588627363233,3.68741094847031,3.35379459304441,3.3573385230883,3.21349004131994,3.80717457127043,3.58248007923119,3.16714628771188,3.43422265911385,3.53855224400265,3.10335474171877,3.26494750890129,3.50629122755584,4.10117833291762,3.56532758892677,3.6128273423201,3.56443970079063,3.53277291983545,3.21539725631996,3.23206479766318,3.51929665413079,3.41960918745681,3.44452690480038,3.50306600649892,3.53320925230066,3.34441616298935,3.18720007861502,3.76089589774259,3.4295283862981,3.43439851959826,3.77697974486062,4.7381404921263,3.41944813723907,3.68297343058276,3.74834319308037,3.58821358254542,4.45634718563282,4.17424357538287,3.46216198995973,3.79443406130463,8.07574261657016,4.29186687845948,4.43383950798186,3.55815733534789,3.44252960233255,4.7938390556038,4.44770338648772
"ENSG00000133048",6.18447623042073,8.41696279474379,5.90265647417007,5.18118532352633,5.36048302554263,4.00110465965832,9.30760527285716,3.86020487318259,7.31545699207871,5.03833585294143,5.09926267388797,4.09980263484113,4.29556664531186,4.01719391912787,4.27263116344704,4.62878950015514,6.61624409854609,6.64288058272119,5.22576793161672,4.31321626557011,4.56035627281428,5.07817517732354,8.06971020961165,5.27233378152705,3.95396133644899,4.23614855110499,4.38384674337863,4.31201862912041,4.55800433743701,3.92892087707027,6.54746636486295,3.640464794305,3.83546191604777,7.08592780612827,4.31602341441446,3.30747575997411,11.6630558643579,11.7036066802055,9.83153809671139,11.1043325342507,12.1673884032667,11.4183286344443,11.6391764819997,11.2410792241261,10.9425418733083,11.4928697640142,11.9228098232819,12.0300223351056,11.2636702999098,11.2846217501554,11.5385368255519,10.6023437092559,10.1998295096719,11.4124346957526,11.5204135122787,10.7999125088697,10.9955806500649,11.0360206805263,10.4723772123167,11.2052648302834
"ENSG00000172232",7.87896260905682,9.49110872224144,5.69219454894205,7.8497022094506,5.83140803686835,4.29095893572328,10.7562403622078,3.95725237792763,7.96850563285735,6.50615985052655,5.38227625255537,3.56945801030978,4.5223200125001,12.4112126092532,12.0300223351056,4.35565448451915,11.6007192223867,12.5533263958132,10.6258781317931,4.16672436116082,9.15066390363672,13.669058339448,13.1234841046483,12.6592280969086,3.81654351442661,5.27296879230419,3.81528920726586,4.33167406169572,5.48701558266669,4.08622334445505,5.03147074595604,3.36572894310704,4.03260323698511,6.09084273462628,4.61420035096559,3.92046216458634,13.4612387747066,13.8086014271675,13.6957732717312,13.2436743634565,13.6957732717312,13.4405736125827,12.7745906573736,13.9726073778676,13.4799550738342,13.7664432501572,11.6007192223867,13.64020329818,13.323774123414,12.8948505896875,13.2283601460102,12.6979348983112,13.3701078051856,12.6866620068365,13.2141963536773,12.9807993465045,12.5533263958132,12.6304313446561,12.1159647381049,13.2283601460102
